1442493207,200,0,,
1442493207,201,0,,
1442493207,202,0,,
1442493207,203,0,,
1442493207,204,0,,
1442493208,205,3,,
1442493209,206,6,,
1442493210,207,13,,
1442493211,208,7,,
1442493212,209,8,,
1442493213,210,11,,
1442493214,211,7,,
1442493215,212,12,,
1442493216,213,7,,
1442493217,214,11,,
1442493218,215,9,,
1442493219,216,5,,
1442493220,217,11,,
1442493221,218,5,,
1442493222,219,10,,
1442493223,220,15,,
1442493224,221,12,,
1442493225,222,7,,
1442493226,223,13,,
1442493227,224,9,,
1442493228,225,8,,
1442493229,226,14,,
1442493230,227,7,,
1442493231,228,16,,
1442493232,229,6,,
1442493233,230,17,,
1442493234,231,3,,
1442493235,232,11,,
1442493236,233,15,,
1442493237,234,11,,
1442493238,235,14,,
1442493239,236,16,,
1442493240,237,11,,
1442493241,238,5,,
1442493242,239,10,,
1442493243,240,16,,
1442493244,241,12,,
1442493245,242,9,,
1442493246,243,9,,
1442493247,244,13,,
1442493248,245,14,,
1442493249,246,9,,
1442493250,247,11,,
1442493251,248,9,,
1442493252,249,16,,
1442493253,250,8,,
1442493254,251,12,,
1442493255,252,7,,
1442493256,253,17,,
1442493257,254,16,,
1442493258,255,11,,
1442493259,256,19,,
1442493260,257,13,,
1442493261,258,16,,
1442493262,259,2,,
1442493263,260,11,,
1442493264,261,15,,
1442493265,262,3,,
1442493266,263,9,,
1442493267,264,11,,
1442493268,265,9,,
1442493269,266,6,,
1442493270,267,17,,
1442493271,268,8,,
1442493272,269,4,,
1442493273,270,9,,
1442493274,271,15,,
1442493275,272,16,,
1442493276,273,5,,
1442493277,274,14,,
1442493278,275,12,,
1442493279,276,19,,
1442493280,277,9,,
1442493281,278,6,,
1442493282,279,13,,
1442493283,280,10,,
1442493284,281,6,,
1442493285,282,7,,
1442493286,283,16,,
1442493287,284,14,,
1442493288,285,10,,
1442493289,286,16,,
1442493290,287,14,,
1442493291,288,20,,
1442493292,289,19,,
1442493293,290,17,,
1442493294,291,19,,
1442493295,292,6,,
1442493296,293,11,,
1442493297,294,10,,
1442493298,295,7,,
1442493299,296,7,,
1442493300,297,9,,
1442493301,298,13,,
1442493302,299,9,,
1442493303,300,13,,
1442493304,301,18,,
1442493305,302,13,,
1442493306,303,10,,
1442493307,304,17,,
1442493308,305,15,,
1442493309,306,11,,
1442493310,307,5,,
1442493311,308,16,,
1442493312,309,17,,
1442493313,310,16,,
1442493314,311,17,,
1442493315,312,4,,
1442493316,313,10,,
1442493317,314,17,,
1442493318,315,12,,
1442493319,316,14,,
1442493320,317,17,,
1442493321,318,11,,
1442493322,319,14,,
1442493323,320,11,,
1442493324,321,11,,
1442493325,322,11,,
1442493326,323,11,,
1442493327,324,8,,
1442493328,325,13,,
1442493329,326,16,,
1442493330,327,8,,
1442493331,328,8,,
1442493332,329,10,,
1442493333,330,9,,
1442493334,331,8,,
1442493335,332,11,,
1442493336,333,9,,
1442493337,334,10,,
1442493338,335,21,,
1442493339,336,10,,
1442493340,337,9,,
1442493341,338,11,,
1442493342,339,11,,
1442493343,340,10,,
1442493344,341,10,,
1442493345,342,10,,
1442493346,343,11,,
1442493347,344,15,,
1442493348,345,11,,
1442493349,346,16,,
1442493350,347,12,,
1442493351,348,9,,
1442493352,349,8,,
1442493353,350,8,,
1442493354,351,8,,
1442493355,352,14,,
1442493356,353,6,,
1442493357,354,3,,
1442493358,355,12,,
1442493359,356,14,,
1442493360,357,14,,
1442493361,358,13,,
1442493362,359,9,,
1442493363,360,12,,
1442493364,361,14,,
1442493365,362,9,,
1442493366,363,9,,
1442493367,364,13,,
1442493368,365,8,,
1442493369,366,16,,
1442493370,367,7,,
1442493371,368,13,,
1442493372,369,18,,
1442493373,370,15,,
1442493374,371,15,,
1442493375,372,12,,
1442493376,373,11,,
1442493377,374,9,,
1442493378,375,13,,
1442493379,376,19,,
1442493380,377,10,,
1442493381,378,9,,
1442493382,379,16,,
1442493383,380,8,,
1442493384,381,13,,
1442493385,382,13,,
1442493386,383,5,,
1442493387,384,14,,
1442493388,385,6,,
1442493389,386,10,,
1442493390,387,9,,
1442493391,388,8,,
1442493392,389,14,,
1442493393,390,19,,
1442493394,391,14,,
1442493395,392,11,,
1442493396,393,6,,
1442493397,394,14,,
1442493398,395,15,,
1442493399,396,17,,
1442493400,397,4,,
1442493401,398,5,,
1442493402,399,11,,
1442493403,400,10,,
1442493404,401,15,,
1442493405,402,17,,
1442493406,403,9,,
1442493407,404,14,,
1442493408,405,9,,
1442493409,406,10,,
1442493410,407,14,,
1442493411,408,13,,
1442493412,409,14,,
1442493413,410,12,,
1442493414,411,8,,
1442493415,412,13,,
1442493416,413,11,,
1442493417,414,6,,
1442493418,415,13,,
1442493419,416,8,,
1442493420,417,10,,
1442493421,418,7,,
1442493422,419,3,,
1442493423,420,8,,
1442493424,421,11,,
1442493425,422,10,,
1442493426,423,8,,
1442493427,424,18,,
1442493428,425,8,,
1442493429,426,12,,
1442493430,427,13,,
1442493431,428,6,,
1442493432,429,12,,
1442493433,430,13,,
1442493434,431,6,,
1442493435,432,7,,
1442493436,433,14,,
1442493437,434,9,,
1442493438,435,6,,
1442493439,436,11,,
1442493440,437,8,,
1442493441,438,11,,
1442493442,439,8,,
1442493443,440,10,,
1442493444,441,17,,
1442493445,442,10,,
1442493446,443,4,,
1442493447,444,16,,
1442493448,445,14,,
1442493449,446,5,,
1442493450,447,16,,
1442493451,448,16,,
1442493452,449,11,,
1442493453,450,8,,
1442493454,451,6,,
1442493455,452,11,,
1442493456,453,10,,
1442493457,454,11,,
1442493458,455,3,,
1442493459,456,11,,
1442493460,457,13,,
1442493461,458,9,,
1442493462,459,5,,
1442493463,460,12,,
1442493464,461,23,,
1442493465,462,10,,
1442493466,463,6,,
1442493467,464,25,,
1442493468,465,21,,
1442493469,466,15,,
1442493470,467,13,,
1442493471,468,4,,
1442493472,469,9,,
1442493473,470,14,,
1442493474,471,6,,
1442493475,472,10,,
1442493476,473,11,,
1442493477,474,8,,
1442493478,475,10,,
1442493479,476,15,,
1442493480,477,10,,
1442493481,478,7,,
1442493482,479,9,,
1442493483,480,12,,
1442493484,481,8,,
1442493485,482,10,,
1442493486,483,8,,
1442493487,484,5,,
1442493488,485,12,,
1442493489,486,8,,
1442493490,487,10,,
1442493491,488,8,,
1442493492,489,13,,
1442493493,490,6,,
1442493494,491,28,,
1442493495,492,24,,
1442493496,493,14,,
1442493497,494,11,,
1442493498,495,21,,
1442493499,496,15,,
1442493500,497,12,,
1442493501,498,15,,
1442493502,499,20,,
1442493503,500,5,,
1442493504,501,11,,
1442493505,502,11,,
1442493506,503,16,,
1442493507,504,9,,
1442493508,505,5,,
1442493509,506,10,,
1442493510,507,12,,
1442493511,508,9,,
1442493512,509,7,,
1442493513,510,9,,
1442493514,511,9,,
1442493515,512,17,,
1442493516,513,13,,
1442493517,514,9,,
1442493518,515,17,,
