Formatted with CRDFormatter on Sun May 28 14:10:57 EDT 2017.
CRDFormatter created by Kyle DeBry (debry.1@osu.edu). Compiled 2017/05/28.
View README at: https://kyledebry.github.io/CRDFormatter/

Date,Seconds after midnight,Epoch Time (ms),Trigger #,Valid GPS,Valid trigger rate,,
2015-09-17,45007.096,1442493007096,1,1,1,,,
2015-09-17,45007.096,1442493007096,1,1,1,,,
2015-09-17,45007.096,1442493007096,1,1,1,,,
2015-09-17,45008.096,1442493008096,0,1,1,,,
2015-09-17,45008.096,1442493008096,3,1,1,,,
2015-09-17,45008.096,1442493008096,1,1,1,,,
2015-09-17,45008.096,1442493008096,3,1,1,,,
2015-09-17,45008.096,1442493008096,0,1,1,,,
2015-09-17,45008.096,1442493008096,1,1,1,,,
2015-09-17,45008.096,1442493008096,1,1,1,,,
2015-09-17,45008.096,1442493008096,2,1,1,,,
2015-09-17,45008.096,1442493008096,1,1,1,,,
2015-09-17,45008.096,1442493008096,3,1,1,,,
2015-09-17,45008.096,1442493008096,2,1,1,,,
2015-09-17,45009.104,1442493009104,3,1,1,,,
2015-09-17,45009.104,1442493009104,1,1,1,,,
2015-09-17,45009.104,1442493009104,2,1,1,,,
2015-09-17,45009.096,1442493009096,1,1,1,,,
2015-09-17,45009.096,1442493009096,2,1,1,,,
2015-09-17,45009.096,1442493009096,1,1,1,,,
2015-09-17,45009.096,1442493009096,1,1,1,,,
2015-09-17,45009.096,1442493009096,1,1,1,,,
2015-09-17,45010.088,1442493010088,2,1,1,,,
2015-09-17,45010.088,1442493010088,1,1,1,,,
2015-09-17,45010.088,1442493010088,3,1,1,,,
2015-09-17,45010.096,1442493010096,2,1,1,,,
2015-09-17,45010.096,1442493010096,3,1,1,,,
2015-09-17,45010.096,1442493010096,2,1,1,,,
2015-09-17,45010.096,1442493010096,1,1,1,,,
2015-09-17,45010.096,1442493010096,1,1,1,,,
2015-09-17,45010.096,1442493010096,0,1,1,,,
2015-09-17,45010.096,1442493010096,3,1,1,,,
2015-09-17,45010.096,1442493010096,0,1,1,,,
2015-09-17,45010.096,1442493010096,2,1,1,,,
2015-09-17,45010.096,1442493010096,3,1,1,,,
2015-09-17,45010.096,1442493010096,1,1,1,,,
2015-09-17,45011.096,1442493011096,2,1,1,,,
2015-09-17,45011.096,1442493011096,3,1,1,,,
2015-09-17,45011.096,1442493011096,0,1,1,,,
2015-09-17,45011.096,1442493011096,2,1,1,,,
2015-09-17,45011.096,1442493011096,0,1,1,,,
2015-09-17,45011.096,1442493011096,1,1,1,,,
2015-09-17,45011.096,1442493011096,2,1,1,,,
2015-09-17,45011.096,1442493011096,3,1,1,,,
2015-09-17,45011.096,1442493011096,2,1,1,,,
2015-09-17,45011.096,1442493011096,2,1,1,,,
2015-09-17,45011.096,1442493011096,0,1,1,,,
2015-09-17,45011.096,1442493011096,1,1,1,,,
2015-09-17,45011.096,1442493011096,1,1,1,,,
2015-09-17,45011.096,1442493011096,3,1,1,,,
2015-09-17,45011.096,1442493011096,0,1,1,,,
2015-09-17,45011.096,1442493011096,3,1,1,,,
2015-09-17,45012.088,1442493012088,3,1,1,,,
2015-09-17,45012.088,1442493012088,1,1,1,,,
2015-09-17,45012.088,1442493012088,3,1,1,,,
2015-09-17,45012.096,1442493012096,1,1,1,,,
2015-09-17,45012.096,1442493012096,2,1,1,,,
2015-09-17,45012.096,1442493012096,0,1,1,,,
2015-09-17,45012.096,1442493012096,3,1,1,,,
2015-09-17,45012.096,1442493012096,1,1,1,,,
2015-09-17,45012.096,1442493012096,3,1,1,,,
2015-09-17,45012.096,1442493012096,2,1,1,,,
2015-09-17,45013.104,1442493013104,0,1,1,,,
2015-09-17,45013.104,1442493013104,2,1,1,,,
2015-09-17,45013.096,1442493013096,0,1,1,,,
2015-09-17,45013.096,1442493013096,1,1,1,,,
2015-09-17,45013.096,1442493013096,0,1,1,,,
2015-09-17,45013.096,1442493013096,2,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45013.096,1442493013096,2,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45013.096,1442493013096,0,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45013.096,1442493013096,3,1,1,,,
2015-09-17,45014.088,1442493014088,0,1,1,,,
2015-09-17,45014.088,1442493014088,2,1,1,,,
2015-09-17,45014.096,1442493014096,2,1,1,,,
2015-09-17,45014.096,1442493014096,1,1,1,,,
2015-09-17,45014.096,1442493014096,3,1,1,,,
2015-09-17,45014.096,1442493014096,0,1,1,,,
2015-09-17,45014.096,1442493014096,1,1,1,,,
2015-09-17,45014.096,1442493014096,0,1,1,,,
2015-09-17,45014.096,1442493014096,3,1,1,,,
2015-09-17,45014.096,1442493014096,1,1,1,,,
2015-09-17,45014.096,1442493014096,0,1,1,,,
2015-09-17,45014.096,1442493014096,2,1,1,,,
2015-09-17,45014.096,1442493014096,2,1,1,,,
2015-09-17,45014.096,1442493014096,0,1,1,,,
2015-09-17,45014.096,1442493014096,1,1,1,,,
2015-09-17,45014.096,1442493014096,1,1,1,,,
2015-09-17,45015.096,1442493015096,0,1,1,,,
2015-09-17,45015.096,1442493015096,2,1,1,,,
2015-09-17,45015.096,1442493015096,3,1,1,,,
2015-09-17,45015.096,1442493015096,0,1,1,,,
2015-09-17,45015.096,1442493015096,2,1,1,,,
2015-09-17,45015.096,1442493015096,1,1,1,,,
2015-09-17,45015.096,1442493015096,0,1,1,,,
2015-09-17,45015.096,1442493015096,1,1,1,,,
2015-09-17,45015.096,1442493015096,1,1,1,,,
2015-09-17,45015.096,1442493015096,0,1,1,,,
2015-09-17,45015.096,1442493015096,1,1,1,,,
2015-09-17,45016.096,1442493016096,3,1,1,,,
2015-09-17,45016.096,1442493016096,2,1,1,,,
2015-09-17,45016.096,1442493016096,1,1,1,,,
2015-09-17,45016.096,1442493016096,0,1,1,,,
2015-09-17,45016.096,1442493016096,1,1,1,,,
2015-09-17,45016.096,1442493016096,3,1,1,,,
2015-09-17,45016.096,1442493016096,3,1,1,,,
2015-09-17,45016.096,1442493016096,1,1,1,,,
2015-09-17,45016.096,1442493016096,1,1,1,,,
2015-09-17,45016.096,1442493016096,2,1,1,,,
2015-09-17,45016.096,1442493016096,3,1,1,,,
2015-09-17,45017.096,1442493017096,3,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,3,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,3,1,1,,,
2015-09-17,45017.096,1442493017096,0,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,1,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,1,1,1,,,
2015-09-17,45017.096,1442493017096,1,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,1,1,1,,,
2015-09-17,45017.096,1442493017096,3,1,1,,,
2015-09-17,45017.096,1442493017096,3,1,1,,,
2015-09-17,45017.096,1442493017096,1,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45017.096,1442493017096,0,1,1,,,
2015-09-17,45017.096,1442493017096,2,1,1,,,
2015-09-17,45018.096,1442493018096,1,1,1,,,
2015-09-17,45018.096,1442493018096,2,1,1,,,
2015-09-17,45018.096,1442493018096,3,1,1,,,
2015-09-17,45018.096,1442493018096,3,1,1,,,
2015-09-17,45018.096,1442493018096,2,1,1,,,
2015-09-17,45018.096,1442493018096,3,1,1,,,
2015-09-17,45019.104,1442493019104,2,1,1,,,
2015-09-17,45019.096,1442493019096,1,1,1,,,
2015-09-17,45019.096,1442493019096,1,1,1,,,
2015-09-17,45019.096,1442493019096,1,1,1,,,
2015-09-17,45019.096,1442493019096,0,1,1,,,
2015-09-17,45019.096,1442493019096,2,1,1,,,
2015-09-17,45019.096,1442493019096,3,1,1,,,
2015-09-17,45019.096,1442493019096,3,1,1,,,
2015-09-17,45019.096,1442493019096,1,1,1,,,
2015-09-17,45020.096,1442493020096,3,1,1,,,
2015-09-17,45020.096,1442493020096,1,1,1,,,
2015-09-17,45020.096,1442493020096,0,1,1,,,
2015-09-17,45020.096,1442493020096,2,1,1,,,
2015-09-17,45021.104,1442493021104,1,1,1,,,
2015-09-17,45021.096,1442493021096,1,1,1,,,
2015-09-17,45021.096,1442493021096,3,1,1,,,
2015-09-17,45021.096,1442493021096,3,1,1,,,
2015-09-17,45021.096,1442493021096,3,1,1,,,
2015-09-17,45021.096,1442493021096,2,1,1,,,
2015-09-17,45021.096,1442493021096,0,1,1,,,
2015-09-17,45021.096,1442493021096,3,1,1,,,
2015-09-17,45021.096,1442493021096,3,1,1,,,
2015-09-17,45021.096,1442493021096,2,1,1,,,
2015-09-17,45021.096,1442493021096,1,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,3,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,3,1,1,,,
2015-09-17,45022.096,1442493022096,2,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,2,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,2,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45022.096,1442493022096,1,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,2,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,0,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,0,1,1,,,
2015-09-17,45023.096,1442493023096,2,1,1,,,
2015-09-17,45023.096,1442493023096,3,1,1,,,
2015-09-17,45023.096,1442493023096,0,1,1,,,
2015-09-17,45023.096,1442493023096,1,1,1,,,
2015-09-17,45023.096,1442493023096,0,1,1,,,
2015-09-17,45023.096,1442493023096,2,1,1,,,
2015-09-17,45023.096,1442493023096,3,1,1,,,
2015-09-17,45023.096,1442493023096,3,1,1,,,
2015-09-17,45023.096,1442493023096,2,1,1,,,
2015-09-17,45024.096,1442493024096,1,1,1,,,
2015-09-17,45024.096,1442493024096,1,1,1,,,
2015-09-17,45024.096,1442493024096,0,1,1,,,
2015-09-17,45024.096,1442493024096,1,1,1,,,
2015-09-17,45024.096,1442493024096,2,1,1,,,
2015-09-17,45024.096,1442493024096,2,1,1,,,
2015-09-17,45024.096,1442493024096,1,1,1,,,
2015-09-17,45024.096,1442493024096,2,1,1,,,
2015-09-17,45024.096,1442493024096,1,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45025.096,1442493025096,2,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45025.096,1442493025096,2,1,1,,,
2015-09-17,45025.096,1442493025096,2,1,1,,,
2015-09-17,45025.096,1442493025096,3,1,1,,,
2015-09-17,45025.096,1442493025096,2,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45025.096,1442493025096,1,1,1,,,
2015-09-17,45026.088,1442493026088,3,1,1,,,
2015-09-17,45026.096,1442493026096,0,1,1,,,
2015-09-17,45026.096,1442493026096,2,1,1,,,
2015-09-17,45026.096,1442493026096,1,1,1,,,
2015-09-17,45026.096,1442493026096,2,1,1,,,
2015-09-17,45026.096,1442493026096,3,1,1,,,
2015-09-17,45026.096,1442493026096,2,1,1,,,
2015-09-17,45026.096,1442493026096,1,1,1,,,
2015-09-17,45026.096,1442493026096,3,1,1,,,
2015-09-17,45026.096,1442493026096,1,1,1,,,
2015-09-17,45027.104,1442493027104,2,1,1,,,
2015-09-17,45027.096,1442493027096,2,1,1,,,
2015-09-17,45027.096,1442493027096,1,1,1,,,
2015-09-17,45027.096,1442493027096,1,1,1,,,
2015-09-17,45027.096,1442493027096,3,1,1,,,
2015-09-17,45027.096,1442493027096,1,1,1,,,
2015-09-17,45027.096,1442493027096,0,1,1,,,
2015-09-17,45027.096,1442493027096,2,1,1,,,
2015-09-17,45027.096,1442493027096,3,1,1,,,
2015-09-17,45027.096,1442493027096,2,1,1,,,
2015-09-17,45028.096,1442493028096,1,1,1,,,
2015-09-17,45028.096,1442493028096,3,1,1,,,
2015-09-17,45028.096,1442493028096,1,1,1,,,
2015-09-17,45028.096,1442493028096,1,1,1,,,
2015-09-17,45028.096,1442493028096,0,1,1,,,
2015-09-17,45028.096,1442493028096,2,1,1,,,
2015-09-17,45028.096,1442493028096,2,1,1,,,
2015-09-17,45028.096,1442493028096,3,1,1,,,
2015-09-17,45028.096,1442493028096,3,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,0,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,1,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45029.096,1442493029096,3,1,1,,,
2015-09-17,45029.096,1442493029096,2,1,1,,,
2015-09-17,45030.088,1442493030088,2,1,1,,,
2015-09-17,45030.096,1442493030096,3,1,1,,,
2015-09-17,45030.096,1442493030096,2,1,1,,,
2015-09-17,45030.096,1442493030096,3,1,1,,,
2015-09-17,45030.096,1442493030096,1,1,1,,,
2015-09-17,45030.096,1442493030096,3,1,1,,,
2015-09-17,45030.096,1442493030096,2,1,1,,,
2015-09-17,45030.096,1442493030096,1,1,1,,,
2015-09-17,45030.096,1442493030096,0,1,1,,,
2015-09-17,45030.096,1442493030096,2,1,1,,,
2015-09-17,45031.096,1442493031096,0,1,1,,,
2015-09-17,45031.096,1442493031096,1,1,1,,,
2015-09-17,45031.096,1442493031096,2,1,1,,,
2015-09-17,45031.096,1442493031096,1,1,1,,,
2015-09-17,45031.096,1442493031096,2,1,1,,,
2015-09-17,45031.096,1442493031096,1,1,1,,,
2015-09-17,45031.096,1442493031096,1,1,1,,,
2015-09-17,45031.096,1442493031096,2,1,1,,,
2015-09-17,45031.096,1442493031096,1,1,1,,,
2015-09-17,45031.096,1442493031096,3,1,1,,,
2015-09-17,45032.088,1442493032088,0,1,1,,,
2015-09-17,45032.088,1442493032088,1,1,1,,,
2015-09-17,45032.088,1442493032088,1,1,1,,,
2015-09-17,45032.088,1442493032088,2,1,1,,,
2015-09-17,45032.096,1442493032096,3,1,1,,,
2015-09-17,45032.096,1442493032096,3,1,1,,,
2015-09-17,45032.096,1442493032096,1,1,1,,,
2015-09-17,45032.096,1442493032096,1,1,1,,,
2015-09-17,45032.096,1442493032096,0,1,1,,,
2015-09-17,45032.096,1442493032096,1,1,1,,,
2015-09-17,45032.096,1442493032096,3,1,1,,,
2015-09-17,45032.096,1442493032096,1,1,1,,,
2015-09-17,45032.096,1442493032096,3,1,1,,,
2015-09-17,45032.096,1442493032096,0,1,1,,,
2015-09-17,45032.096,1442493032096,3,1,1,,,
2015-09-17,45032.096,1442493032096,2,1,1,,,
2015-09-17,45032.096,1442493032096,1,1,1,,,
2015-09-17,45033.096,1442493033096,2,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45033.096,1442493033096,0,1,1,,,
2015-09-17,45033.096,1442493033096,3,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45033.096,1442493033096,2,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45033.096,1442493033096,3,1,1,,,
2015-09-17,45033.096,1442493033096,0,1,1,,,
2015-09-17,45033.096,1442493033096,2,1,1,,,
2015-09-17,45033.096,1442493033096,0,1,1,,,
2015-09-17,45033.096,1442493033096,2,1,1,,,
2015-09-17,45033.096,1442493033096,2,1,1,,,
2015-09-17,45033.096,1442493033096,1,1,1,,,
2015-09-17,45034.096,1442493034096,3,1,1,,,
2015-09-17,45034.096,1442493034096,3,1,1,,,
2015-09-17,45034.096,1442493034096,1,1,1,,,
2015-09-17,45034.096,1442493034096,3,1,1,,,
2015-09-17,45034.096,1442493034096,2,1,1,,,
2015-09-17,45034.096,1442493034096,3,1,1,,,
2015-09-17,45034.096,1442493034096,2,1,1,,,
2015-09-17,45034.096,1442493034096,3,1,1,,,
2015-09-17,45034.096,1442493034096,2,1,1,,,
2015-09-17,45034.096,1442493034096,1,1,1,,,
2015-09-17,45035.104,1442493035104,3,1,1,,,
2015-09-17,45035.096,1442493035096,1,1,1,,,
2015-09-17,45035.096,1442493035096,1,1,1,,,
2015-09-17,45035.096,1442493035096,0,1,1,,,
2015-09-17,45035.096,1442493035096,2,1,1,,,
2015-09-17,45035.096,1442493035096,1,1,1,,,
2015-09-17,45035.096,1442493035096,2,1,1,,,
2015-09-17,45036.096,1442493036096,1,1,1,,,
2015-09-17,45036.096,1442493036096,3,1,1,,,
2015-09-17,45036.096,1442493036096,2,1,1,,,
2015-09-17,45036.096,1442493036096,3,1,1,,,
2015-09-17,45036.096,1442493036096,2,1,1,,,
2015-09-17,45037.096,1442493037096,2,1,1,,,
2015-09-17,45037.096,1442493037096,0,1,1,,,
2015-09-17,45037.096,1442493037096,1,1,1,,,
2015-09-17,45037.096,1442493037096,0,1,1,,,
2015-09-17,45037.096,1442493037096,3,1,1,,,
2015-09-17,45037.096,1442493037096,0,1,1,,,
2015-09-17,45037.096,1442493037096,3,1,1,,,
2015-09-17,45037.096,1442493037096,2,1,1,,,
2015-09-17,45037.096,1442493037096,0,1,1,,,
2015-09-17,45037.096,1442493037096,3,1,1,,,
2015-09-17,45037.096,1442493037096,3,1,1,,,
2015-09-17,45037.096,1442493037096,1,1,1,,,
2015-09-17,45037.096,1442493037096,1,1,1,,,
2015-09-17,45037.096,1442493037096,2,1,1,,,
2015-09-17,45038.088,1442493038088,1,1,1,,,
2015-09-17,45038.088,1442493038088,2,1,1,,,
2015-09-17,45038.088,1442493038088,3,1,1,,,
2015-09-17,45038.096,1442493038096,1,1,1,,,
2015-09-17,45038.096,1442493038096,0,1,1,,,
2015-09-17,45038.096,1442493038096,3,1,1,,,
2015-09-17,45038.096,1442493038096,1,1,1,,,
2015-09-17,45038.096,1442493038096,0,1,1,,,
2015-09-17,45038.096,1442493038096,2,1,1,,,
2015-09-17,45038.096,1442493038096,3,1,1,,,
2015-09-17,45038.096,1442493038096,2,1,1,,,
2015-09-17,45038.096,1442493038096,3,1,1,,,
2015-09-17,45038.096,1442493038096,2,1,1,,,
2015-09-17,45038.096,1442493038096,3,1,1,,,
2015-09-17,45038.096,1442493038096,1,1,1,,,
2015-09-17,45039.096,1442493039096,2,1,1,,,
2015-09-17,45039.096,1442493039096,1,1,1,,,
2015-09-17,45039.096,1442493039096,2,1,1,,,
2015-09-17,45039.096,1442493039096,1,1,1,,,
2015-09-17,45039.096,1442493039096,1,1,1,,,
2015-09-17,45039.096,1442493039096,3,1,1,,,
2015-09-17,45039.096,1442493039096,0,1,1,,,
2015-09-17,45039.096,1442493039096,2,1,1,,,
2015-09-17,45040.088,1442493040088,0,1,1,,,
2015-09-17,45040.088,1442493040088,3,1,1,,,
2015-09-17,45040.096,1442493040096,2,1,1,,,
2015-09-17,45040.096,1442493040096,1,1,1,,,
2015-09-17,45040.096,1442493040096,2,1,1,,,
2015-09-17,45040.096,1442493040096,1,1,1,,,
2015-09-17,45040.096,1442493040096,3,1,1,,,
2015-09-17,45040.096,1442493040096,1,1,1,,,
2015-09-17,45040.096,1442493040096,2,1,1,,,
2015-09-17,45040.096,1442493040096,3,1,1,,,
2015-09-17,45040.096,1442493040096,2,1,1,,,
2015-09-17,45040.096,1442493040096,3,1,1,,,
2015-09-17,45041.096,1442493041096,1,1,1,,,
2015-09-17,45041.096,1442493041096,3,1,1,,,
2015-09-17,45041.096,1442493041096,2,1,1,,,
2015-09-17,45041.096,1442493041096,3,1,1,,,
2015-09-17,45041.096,1442493041096,0,1,1,,,
2015-09-17,45041.096,1442493041096,1,1,1,,,
2015-09-17,45041.096,1442493041096,2,1,1,,,
2015-09-17,45041.096,1442493041096,1,1,1,,,
2015-09-17,45041.096,1442493041096,2,1,1,,,
2015-09-17,45042.088,1442493042088,2,1,1,,,
2015-09-17,45042.088,1442493042088,0,1,1,,,
2015-09-17,45042.088,1442493042088,2,1,1,,,
2015-09-17,45042.096,1442493042096,2,1,1,,,
2015-09-17,45042.096,1442493042096,3,1,1,,,
2015-09-17,45042.096,1442493042096,2,1,1,,,
2015-09-17,45042.096,1442493042096,1,1,1,,,
2015-09-17,45042.096,1442493042096,2,1,1,,,
2015-09-17,45042.096,1442493042096,1,1,1,,,
2015-09-17,45042.096,1442493042096,2,1,1,,,
2015-09-17,45042.096,1442493042096,1,1,1,,,
2015-09-17,45042.096,1442493042096,3,1,1,,,
2015-09-17,45042.096,1442493042096,2,1,1,,,
2015-09-17,45043.096,1442493043096,1,1,1,,,
2015-09-17,45043.096,1442493043096,2,1,1,,,
2015-09-17,45043.096,1442493043096,3,1,1,,,
2015-09-17,45043.096,1442493043096,1,1,1,,,
2015-09-17,45043.096,1442493043096,3,1,1,,,
2015-09-17,45043.096,1442493043096,0,1,1,,,
2015-09-17,45043.096,1442493043096,2,1,1,,,
2015-09-17,45043.096,1442493043096,2,1,1,,,
2015-09-17,45043.096,1442493043096,1,1,1,,,
2015-09-17,45043.096,1442493043096,1,1,1,,,
2015-09-17,45043.096,1442493043096,3,1,1,,,
2015-09-17,45044.096,1442493044096,3,1,1,,,
2015-09-17,45044.096,1442493044096,1,1,1,,,
2015-09-17,45044.096,1442493044096,1,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,3,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,1,1,1,,,
2015-09-17,45044.096,1442493044096,3,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,1,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45044.096,1442493044096,0,1,1,,,
2015-09-17,45044.096,1442493044096,3,1,1,,,
2015-09-17,45044.096,1442493044096,2,1,1,,,
2015-09-17,45045.104,1442493045104,2,1,1,,,
2015-09-17,45045.104,1442493045104,1,1,1,,,
2015-09-17,45045.096,1442493045096,3,1,1,,,
2015-09-17,45045.096,1442493045096,2,1,1,,,
2015-09-17,45045.096,1442493045096,3,1,1,,,
